protein,cid,interaction,prob
SIR2,5429,1,0.68
SIR2,2353,0,0.46
SIR2,5994,0,0.18
SIR2,10235,0,0.4
SIR2,1060,0,0.0
SIR2,5280934,0,0.0
SIR2,6054,0,0.28
SIR2,119205,0,0.32
SIR2,637517,0,0.0
SIR2,996,0,0.34
SIR2,439246,0,0.08
SIR2,3034034,0,0.46
SIR2,1130,1,0.58
SIR2,3893,0,0.06
SIR2,12620,0,0.24
SIR2,444294,0,0.18
SIR2,14985,0,0.4
SIR2,338,0,0.06
SIR2,5280863,0,0.0
SIR2,446220,0,0.1
SIR2,702,1,0.8
SIR2,3776,0,0.48
SIR2,5280343,0,0.06
SIR2,6305,1,0.58
SIR2,107971,0,0.06
SIR2,6274,1,0.54
SIR2,6267,0,0.3
SIR2,5962,0,0.24
SIR2,5862,0,0.06
SIR2,33032,1,0.6
SIR2,1174,0,0.3
SIR2,453551,0,0.32
SIR2,1110,0,0.0
SIR2,938,0,0.18
SIR2,7478,0,0.08
SIR2,10133,0,0.0
SIR2,31401,0,0.0
SIR2,221493,0,0.0
SIR2,79034,0,0.06
SIR2,60961,0,0.48
SIR2,3000322,0,0.1
SIR2,5281672,0,0.08
SIR2,1045,0,0.08
SIR2,199,0,0.06
SIR2,1103,0,0.06
SIR2,785,0,0.36
SIR2,3000346,0,0.26
SIR2,998,0,0.18
SIR2,46936484,0,0.16
SIR2,955,0,0.2
SIR2,243,0,0.08
SIR2,1102,0,0.04
SIR2,971,0,0.02
SIR2,25322948,0,0.42
SIR2,681,0,0.4
SIR2,9996708,0,0.16
SIR2,750,0,0.1
SIR2,444863,0,0.12
SIR2,26470759,0,0.08
SIR2,289,0,0.26
SIR2,8969,0,0.38
SIR2,1054,0,0.4
SIR2,5281855,0,0.22
SIR2,72281,0,0.02
SIR2,54670067,0,0.06
SIR2,145742,0,0.26
SIR2,942,0,0.46
SIR2,3532,0,0.18
SIR2,2230,0,0.18
SIR2,379,0,0.06
SIR2,6137,0,0.2
SIR2,16666,0,0.22
SIR2,5283731,0,0.08
SIR2,5280795,0,0.1
SIR2,3182,1,0.6
SIR2,311,0,0.12
SIR2,6089,1,0.52
SIR2,441074,0,0.46
SIR2,612,0,0.02
SIR2,6057,0,0.2
SIR2,6912,0,0.18
SIR2,5960,0,0.08
SIR2,5951,0,0.24
SIR2,6288,0,0.18
SIR2,6287,0,0.08
SIR2,6106,0,0.12
SIR2,239,0,0.1
SIR2,5950,0,0.12
SIR2,154417,0,0.12
SIR2,6140,0,0.24
SIR2,46936492,0,0.06
SIR2,5978,1,0.52
SIR2,241903,1,0.52
SIR2,6021,0,0.42
SIR2,190,0,0.36
SIR2,790,1,0.94
SIR2,1031,0,0.46
SIR2,445354,0,0.0
SIR2,6037,1,0.98
SIR2,493570,1,0.58
SIR2,448751,0,0.44
SIR2,385,0,0.04
SIR2,760,0,0.16
SIR2,743,0,0.1
SIR2,7054,1,0.54
SIR2,264,0,0.0
SIR2,47936,0,0.26
SIR2,439685,0,0.36
SIR2,5282745,0,0.0
SIR2,2879,0,0.38
SIR2,1032,0,0.0
SIR2,46936757,0,0.08
SIR2,19,0,0.06
SIR2,14969,0,0.32
SIR2,2969,0,0.06
SIR2,6590,0,0.0
SIR2,10430,0,0.0
SIR2,440995,0,0.14
SIR2,439260,0,0.32
SIR2,8617,0,0.46
SIR2,1135,0,0.3
SIR2,7991,0,0.0
SIR2,3715,1,0.58
SIR2,5770,0,0.38
SIR2,1176,0,0.42
SIR2,936,0,0.28
SIR2,12530,0,0.06
SIR2,443884,1,0.56
SIR2,440473,0,0.32
SIR2,1549107,0,0.02
SIR2,174174,0,0.12
SIR2,1491,0,0.08
SIR2,647,0,0.12
SIR2,5326566,0,0.48
SIR2,7997,0,0.1
SIR2,1005,0,0.02
SIR2,757,0,0.14
SIR2,24417,0,0.24
SIR2,46936732,0,0.34
SIR2,1123,0,0.12
SIR2,6047,0,0.34
SIR2,441478,0,0.08
SIR2,6581,0,0.02
SIR2,11047943,0,0.04
SIR2,9294,0,0.36
SIR2,31721,0,0.46
SIR2,3007,1,0.68
SIR2,10836,1,0.86
SIR2,342,0,0.36
SIR2,3631,0,0.38
SIR2,6013,0,0.14
SIR2,6128,0,0.18
SIR2,3662,0,0.26
SIR2,9750,0,0.2
SIR2,5288826,0,0.06
SIR3,5870,0,0.36
SIR3,445154,1,0.76
SIR3,46937002,0,0.08
SIR3,46936193,0,0.22
SIR3,54675858,0,0.14
SIR3,5280961,0,0.26
SIR3,2519,0,0.06
SIR3,2153,0,0.0
SIR3,5429,0,0.04
SIR3,2353,0,0.08
SIR3,5994,0,0.06
SIR3,10235,0,0.14
SIR3,1060,0,0.04
SIR3,5280934,0,0.02
SIR3,6054,0,0.22
SIR3,119205,0,0.02
SIR3,637517,0,0.04
SIR3,996,0,0.14
SIR3,439246,0,0.36
SIR3,3034034,0,0.14
SIR3,1130,0,0.32
SIR3,3893,0,0.04
SIR3,12620,0,0.24
SIR3,444294,0,0.1
SIR3,14985,0,0.08
SIR3,338,0,0.04
SIR3,5280863,0,0.16
SIR3,446220,0,0.02
SIR3,702,1,0.78
SIR3,3776,0,0.48
SIR3,5280343,0,0.1
SIR3,6305,0,0.14
SIR3,107971,0,0.2
SIR3,6274,0,0.06
SIR3,6267,0,0.12
SIR3,5962,0,0.06
SIR3,5862,0,0.38
SIR3,33032,0,0.2
SIR3,1174,0,0.28
SIR3,453551,0,0.24
SIR3,1110,0,0.0
SIR3,938,0,0.22
SIR3,7478,0,0.04
SIR3,10133,0,0.02
SIR3,31401,0,0.02
SIR3,221493,0,0.02
SIR3,79034,0,0.04
SIR3,60961,1,0.84
SIR3,3000322,0,0.02
SIR3,5281672,0,0.04
SIR3,1045,0,0.06
SIR3,199,0,0.18
SIR3,1103,0,0.08
SIR3,785,0,0.26
SIR3,3000346,0,0.18
SIR3,998,0,0.04
SIR3,46936484,0,0.08
SIR3,955,0,0.02
SIR3,243,0,0.0
SIR3,1102,0,0.06
SIR3,971,0,0.04
SIR3,25322948,1,0.98
SIR3,681,0,0.22
SIR3,9996708,0,0.18
SIR3,750,0,0.2
SIR3,444863,0,0.06
SIR3,26470759,0,0.18
SIR3,289,0,0.22
SIR3,8969,0,0.06
SIR3,1054,0,0.24
SIR3,5281855,0,0.06
SIR3,72281,1,0.64
SIR3,54670067,0,0.02
SIR3,145742,0,0.08
SIR3,942,0,0.28
SIR3,3532,0,0.08
SIR3,2230,0,0.1
SIR3,379,0,0.04
SIR3,6137,1,0.7
SIR3,16666,0,0.14
SIR3,5283731,0,0.08
SIR3,5280795,0,0.1
SIR3,3182,0,0.18
SIR3,311,0,0.16
SIR3,6089,0,0.14
SIR3,441074,0,0.14
SIR3,612,0,0.04
SIR3,6057,0,0.02
SIR3,6912,0,0.24
SIR3,5960,0,0.12
SIR3,5951,0,0.3
SIR3,6288,0,0.24
SIR3,6287,0,0.22
SIR3,6106,0,0.14
SIR3,239,0,0.2
SIR3,5950,0,0.28
SIR3,154417,0,0.0
SIR3,6140,0,0.0
SIR3,46936492,0,0.04
SIR3,5978,0,0.2
SIR3,241903,0,0.16
SIR3,6021,0,0.28
SIR3,190,0,0.48
SIR3,790,0,0.0
SIR3,1031,0,0.46
SIR3,445354,0,0.18
SIR3,6037,1,0.88
SIR3,493570,0,0.1
SIR3,448751,0,0.02
SIR3,385,0,0.06
SIR3,760,0,0.04
SIR3,743,0,0.04
SIR3,7054,0,0.04
SIR3,264,0,0.0
SIR3,47936,0,0.14
SIR3,439685,0,0.1
SIR3,5282745,0,0.02
SIR3,2879,0,0.44
SIR3,1032,0,0.02
SIR3,46936757,0,0.0
SIR3,19,0,0.02
SIR3,14969,0,0.12
SIR3,2969,0,0.04
SIR3,6590,0,0.0
SIR3,10430,0,0.0
SIR3,440995,0,0.06
SIR3,439260,0,0.16
SIR3,8617,0,0.04
SIR3,1135,0,0.26
SIR3,7991,0,0.0
SIR3,3715,0,0.22
SIR3,5770,0,0.16
SIR3,1176,0,0.08
SIR3,936,1,0.8
SIR3,12530,0,0.04
SIR3,443884,0,0.08
SIR3,440473,0,0.04
SIR3,1549107,0,0.08
SIR3,174174,0,0.0
SIR3,1491,0,0.06
SIR3,647,0,0.14
SIR3,5326566,0,0.12
SIR3,7997,0,0.0
SIR3,1005,0,0.08
SIR3,757,0,0.16
SIR3,24417,1,0.64
SIR3,46936732,0,0.48
SIR3,1123,0,0.1
SIR3,6047,0,0.02
SIR3,441478,0,0.18
SIR3,6581,0,0.02
SIR3,11047943,0,0.24
SIR3,9294,0,0.06
SIR3,31721,0,0.04
SIR3,3007,0,0.06
SIR3,10836,0,0.08
SIR3,342,0,0.42
SIR3,3631,0,0.12
SIR3,6013,0,0.04
SIR3,6128,0,0.06
SIR3,3662,0,0.02
SIR3,9750,0,0.06
SIR3,5288826,0,0.1
SIR4,5870,0,0.04
SIR4,445154,0,0.2
SIR4,46937002,0,0.0
SIR4,46936193,0,0.02
SIR4,54675858,0,0.02
SIR4,5280961,0,0.0
SIR4,2519,0,0.12
SIR4,2153,0,0.12
SIR4,5429,0,0.12
SIR4,2353,0,0.12
SIR4,5994,0,0.02
SIR4,10235,0,0.1
SIR4,1060,0,0.0
SIR4,5280934,0,0.04
SIR4,6054,0,0.12
SIR4,119205,0,0.02
SIR4,637517,0,0.02
SIR4,996,0,0.1
SIR4,439246,0,0.0
SIR4,3034034,0,0.08
SIR4,1130,0,0.22
SIR4,3893,0,0.1
SIR4,12620,0,0.06
SIR4,444294,0,0.06
SIR4,14985,0,0.06
SIR4,338,0,0.0
SIR4,5280863,0,0.0
SIR4,446220,0,0.04
SIR4,702,0,0.26
SIR4,3776,0,0.14
SIR4,5280343,0,0.0
SIR4,6305,1,0.56
SIR4,107971,0,0.0
SIR4,6274,0,0.12
SIR4,6267,0,0.04
SIR4,5962,0,0.0
SIR4,5862,0,0.08
SIR4,33032,0,0.18
SIR4,1174,0,0.12
SIR4,453551,0,0.2
SIR4,1110,0,0.02
SIR4,938,0,0.04
SIR4,7478,0,0.0
SIR4,10133,0,0.04
SIR4,31401,0,0.04
SIR4,221493,0,0.04
SIR4,79034,0,0.06
SIR4,60961,0,0.02
SIR4,3000322,0,0.02
SIR4,5281672,0,0.0
SIR4,1045,0,0.04
SIR4,199,0,0.2
SIR4,1103,0,0.04
SIR4,785,0,0.12
SIR4,3000346,0,0.22
SIR4,998,0,0.06
SIR4,46936484,0,0.02
SIR4,955,0,0.16
SIR4,243,0,0.08
SIR4,1102,0,0.02
SIR4,971,0,0.02
SIR4,25322948,0,0.08
SIR4,681,0,0.02
SIR4,9996708,0,0.08
SIR4,750,0,0.02
SIR4,444863,0,0.0
SIR4,26470759,0,0.22
SIR4,289,0,0.14
SIR4,8969,0,0.12
SIR4,1054,0,0.12
SIR4,5281855,0,0.0
SIR4,72281,0,0.0
SIR4,54670067,0,0.02
SIR4,145742,0,0.06
SIR4,942,0,0.1
SIR4,3532,0,0.04
SIR4,2230,0,0.02
SIR4,379,0,0.1
SIR4,6137,0,0.26
SIR4,16666,0,0.08
SIR4,5283731,0,0.02
SIR4,5280795,0,0.02
SIR4,3182,0,0.12
SIR4,311,0,0.2
SIR4,6089,0,0.04
SIR4,441074,0,0.08
SIR4,612,0,0.0
SIR4,6057,0,0.02
SIR4,6912,0,0.08
SIR4,5960,0,0.06
SIR4,5951,0,0.04
SIR4,6288,0,0.06
SIR4,6287,0,0.04
SIR4,6106,0,0.08
SIR4,239,0,0.0
SIR4,5950,0,0.02
SIR4,154417,0,0.02
SIR4,6140,0,0.02
SIR4,46936492,0,0.04
SIR4,5978,1,0.52
SIR4,241903,1,0.52
SIR4,6021,0,0.06
SIR4,190,0,0.2
SIR4,790,0,0.0
SIR4,1031,0,0.14
SIR4,445354,0,0.1
SIR4,6037,1,0.64
SIR4,493570,0,0.12
SIR4,448751,0,0.12
SIR4,385,0,0.06
SIR4,760,0,0.1
SIR4,743,0,0.06
SIR4,7054,0,0.0
SIR4,264,0,0.0
SIR4,47936,0,0.12
SIR4,439685,0,0.1
SIR4,5282745,0,0.04
SIR4,2879,0,0.1
SIR4,1032,0,0.0
SIR4,46936757,0,0.02
SIR4,19,0,0.0
SIR4,14969,0,0.14
SIR4,2969,0,0.1
SIR4,6590,0,0.1
SIR4,10430,0,0.08
SIR4,440995,0,0.0
SIR4,439260,0,0.02
SIR4,8617,0,0.22
SIR4,1135,0,0.12
SIR4,7991,0,0.04
SIR4,3715,1,0.74
SIR4,5770,0,0.34
SIR4,1176,0,0.12
SIR4,936,0,0.18
SIR4,12530,0,0.1
SIR4,443884,0,0.02
SIR4,440473,0,0.06
SIR4,1549107,0,0.08
SIR4,174174,0,0.02
SIR4,1491,0,0.0
SIR4,647,0,0.04
SIR4,5326566,0,0.08
SIR4,7997,0,0.02
SIR4,1005,0,0.02
SIR4,757,0,0.02
SIR4,24417,0,0.2
SIR4,46936732,0,0.22
SIR4,1123,0,0.12
SIR4,6047,0,0.04
SIR4,441478,0,0.22
SIR4,6581,0,0.0
SIR4,11047943,0,0.06
SIR4,9294,0,0.04
SIR4,31721,0,0.06
SIR4,3007,0,0.16
SIR4,10836,0,0.18
SIR4,342,0,0.12
SIR4,3631,0,0.04
SIR4,6013,0,0.02
SIR4,6128,0,0.02
SIR4,3662,0,0.06
SIR4,9750,0,0.02
SIR4,5288826,0,0.0
SIR5,5870,0,0.24
SIR5,445154,1,0.66
SIR5,46937002,0,0.02
SIR5,46936193,0,0.02
SIR5,54675858,0,0.0
SIR5,5280961,0,0.02
SIR5,2519,0,0.38
SIR5,2153,1,0.54
SIR5,5429,0,0.48
SIR5,2353,0,0.18
SIR5,5994,0,0.08
SIR5,10235,0,0.12
SIR5,1060,0,0.0
SIR5,5280934,0,0.04
SIR5,6054,0,0.06
SIR5,119205,0,0.06
SIR5,637517,0,0.02
SIR5,996,0,0.02
SIR5,439246,0,0.0
SIR5,3034034,0,0.08
SIR5,1130,0,0.2
SIR5,3893,0,0.08
SIR5,12620,0,0.04
SIR5,444294,0,0.2
SIR5,14985,0,0.14
SIR5,338,0,0.0
SIR5,5280863,0,0.0
SIR5,446220,0,0.18
SIR5,702,0,0.1
SIR5,3776,0,0.08
SIR5,5280343,0,0.0
SIR5,6305,0,0.4
SIR5,107971,0,0.02
SIR5,6274,0,0.3
SIR5,6267,0,0.14
SIR5,5962,0,0.0
SIR5,5862,0,0.06
SIR5,33032,0,0.04
SIR5,1174,0,0.22
SIR5,453551,0,0.1
SIR5,1110,0,0.02
SIR5,938,0,0.14
SIR5,7478,0,0.0
SIR5,10133,0,0.22
SIR5,31401,0,0.22
SIR5,221493,0,0.22
SIR5,79034,0,0.08
SIR5,60961,0,0.2
SIR5,3000322,0,0.06
SIR5,5281672,0,0.0
SIR5,1045,0,0.12
SIR5,199,0,0.28
SIR5,1103,0,0.16
SIR5,785,0,0.04
SIR5,3000346,0,0.12
SIR5,998,0,0.16
SIR5,46936484,0,0.04
SIR5,955,0,0.04
SIR5,243,0,0.02
SIR5,1102,0,0.12
SIR5,971,0,0.0
SIR5,25322948,0,0.22
SIR5,681,0,0.1
SIR5,9996708,0,0.0
SIR5,750,0,0.04
SIR5,444863,0,0.0
SIR5,26470759,0,0.02
SIR5,289,0,0.04
SIR5,8969,0,0.1
SIR5,1054,0,0.16
SIR5,5281855,0,0.08
SIR5,72281,0,0.0
SIR5,54670067,0,0.08
SIR5,145742,0,0.14
SIR5,942,0,0.16
SIR5,3532,0,0.04
SIR5,2230,0,0.02
SIR5,379,0,0.08
SIR5,6137,0,0.1
SIR5,16666,0,0.06
SIR5,5283731,0,0.06
SIR5,5280795,0,0.06
SIR5,3182,0,0.26
SIR5,311,0,0.06
SIR5,6089,0,0.04
SIR5,441074,0,0.08
SIR5,612,0,0.0
SIR5,6057,0,0.1
SIR5,6912,0,0.0
SIR5,5960,0,0.02
SIR5,5951,0,0.02
SIR5,6288,0,0.04
SIR5,6287,0,0.1
SIR5,6106,0,0.12
SIR5,239,0,0.02
SIR5,5950,0,0.0
SIR5,154417,0,0.06
SIR5,6140,0,0.14
SIR5,46936492,0,0.02
SIR5,5978,0,0.16
SIR5,241903,0,0.08
SIR5,6021,0,0.12
SIR5,190,0,0.2
SIR5,790,0,0.24
SIR5,1031,0,0.06
SIR5,445354,0,0.04
SIR5,6037,0,0.5
SIR5,493570,0,0.22
SIR5,448751,0,0.02
SIR5,385,0,0.06
SIR5,760,0,0.04
SIR5,743,0,0.02
SIR5,7054,0,0.12
SIR5,264,0,0.02
SIR5,47936,0,0.06
SIR5,439685,0,0.18
SIR5,5282745,0,0.04
SIR5,2879,0,0.04
SIR5,1032,0,0.0
SIR5,46936757,0,0.02
SIR5,19,0,0.02
SIR5,14969,0,0.26
SIR5,2969,0,0.08
SIR5,6590,0,0.08
SIR5,10430,0,0.14
SIR5,440995,0,0.02
SIR5,439260,0,0.12
SIR5,8617,0,0.28
SIR5,1135,0,0.22
SIR5,7991,0,0.06
SIR5,3715,0,0.34
SIR5,5770,0,0.1
SIR5,1176,0,0.02
SIR5,936,1,0.64
SIR5,12530,0,0.08
SIR5,443884,0,0.1
SIR5,440473,0,0.12
SIR5,1549107,0,0.02
SIR5,174174,0,0.06
SIR5,1491,0,0.04
SIR5,647,0,0.02
SIR5,5326566,0,0.12
SIR5,7997,0,0.04
SIR5,1005,0,0.04
SIR5,757,0,0.0
SIR5,24417,0,0.1
SIR5,46936732,0,0.36
SIR5,1123,0,0.14
SIR5,6047,0,0.1
SIR5,441478,0,0.02
SIR5,6581,0,0.02
SIR5,11047943,0,0.06
SIR5,9294,0,0.04
SIR5,31721,0,0.08
SIR5,3007,0,0.04
SIR5,10836,0,0.04
SIR5,342,0,0.08
SIR5,3631,0,0.06
SIR5,6013,0,0.16
SIR5,6128,0,0.08
SIR5,3662,0,0.04
SIR5,9750,0,0.24
SIR5,5288826,0,0.02
